ms,x,y,theta1,theta2
349787,230.945130,257.761990,-53.000000,-25.000000
349791,230.945130,257.761990,-54.000000,-26.000000
349795,235.132200,247.704280,-55.000000,-25.000000
349799,234.809570,249.632220,-55.000000,-25.000000
349803,234.809570,249.632220,-55.000000,-25.000000
349807,236.923740,243.584690,-56.000000,-25.000000
349811,238.643100,239.434490,-56.000000,-25.000000
349816,236.634810,245.517960,-56.000000,-25.000000
349820,236.634810,245.517960,-57.000000,-25.000000
349824,238.643100,239.434490,-57.000000,-25.000000
349828,238.643100,239.434490,-57.000000,-25.000000
349832,238.387950,241.372510,-57.000000,-25.000000
349837,238.387950,241.372510,-58.000000,-25.000000
349840,240.289750,235.254910,-58.000000,-25.000000
349845,240.068480,237.197100,-58.000000,-25.000000
349849,240.068480,237.197100,-58.000000,-25.000000
349853,240.289750,235.254910,-58.000000,-25.000000
349857,240.068480,237.197100,-58.000000,-25.000000
349861,240.068480,237.197100,-58.000000,-25.000000
349866,240.068480,237.197100,-58.000000,-25.000000
349869,240.289750,235.254910,-59.000000,-25.000000
349873,241.675870,232.992980,-58.000000,-25.000000
349878,239.813320,239.135120,-58.000000,-25.000000
349882,240.068480,237.197100,-59.000000,-25.000000
349886,241.675870,232.992980,-59.000000,-25.000000
349890,241.675870,232.992980,-59.000000,-24.000000
349895,240.068480,237.197100,-59.000000,-25.000000
349899,241.675870,232.992980,-59.000000,-25.000000
349902,241.675870,232.992980,-59.000000,-25.000000
349907,241.675870,232.992980,-59.000000,-24.000000
349911,241.675870,232.992980,-59.000000,-25.000000
349916,241.675870,232.992980,-59.000000,-25.000000
349919,241.675870,232.992980,-59.000000,-25.000000
349923,241.675870,232.992980,-59.000000,-25.000000
349928,241.675870,232.992980,-59.000000,-25.000000
349932,241.675870,232.992980,-59.000000,-25.000000
349936,243.209670,228.761430,-59.000000,-24.000000
349940,241.675870,232.992980,-60.000000,-24.000000
349945,241.675870,232.992980,-60.000000,-25.000000
349949,243.209670,228.761430,-60.000000,-25.000000
349953,243.209670,228.761430,-60.000000,-25.000000
349957,241.454590,234.935170,-59.000000,-24.000000
349961,243.022310,230.707180,-60.000000,-25.000000
349966,243.209670,228.761430,-60.000000,-25.000000
349970,243.209670,228.761430,-60.000000,-24.000000
349973,243.209670,228.761430,-60.000000,-24.000000
